번호,MANAGEMENT_NUMBER,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,SUB_ZIPCODE,SUB_ADDRESS,ADDRESS,ZIP_CODE,NAME,데이터갱신일자,LONGITUDE,LATITUDE
313,314000001020040002,3,폐업,0002,폐업,,서울특별시 양천구 목동 808-5   번지 대원칸타빌 상가,,,비비펫 동물병원,2018-08-31 23:59:59.0,,
314,311000001020030001,3,폐업,0002,폐업,,서울특별시 은평구 수색동 산 31-3   번지 진흥(아)상가1층,,,한마음동물병원,2018-08-31 23:59:59.0,,
315,311000001020030002,3,폐업,0002,폐업,,서울특별시 은평구 응암동 17-1   번지,,,독도동물병원,2018-08-31 23:59:59.0,,
322,311000001019750001,3,폐업,0002,폐업,,서울특별시 은평구 수색동 376-5   번지,,,수색동물병원,2018-08-31 23:59:59.0,,
323,311000001019870001,3,폐업,0002,폐업,,서울특별시 은평구 갈현동 391-40  번지,,,갈현동물병원,2018-08-31 23:59:59.0,,
324,306000001020030004,3,폐업,0002,폐업,,서울특별시 중랑구 면목동 153-33  번지,,,진영동물병원,2018-08-31 23:59:59.0,,
327,306000001020040002,3,폐업,0002,폐업,,서울특별시 중랑구 면목동 166-44  번지,,,하나동물병원,2018-08-31 23:59:59.0,,
328,306000001020050001,3,폐업,0002,폐업,,서울특별시 중랑구 면목동 353-25  번지,,,제일동물병원,2018-08-31 23:59:59.0,,
333,318000001019990001,3,폐업,0002,폐업,,서울특별시 영등포구 당산동6가 3-12  번지,,,토론토동물병원,2018-08-31 23:59:59.0,,
334,306000001020050002,3,폐업,0002,폐업,,서울특별시 중랑구 면목동 166-44  번지,,,하나동물병원,2018-08-31 23:59:59.0,,
335,306000001020050004,3,폐업,0002,폐업,,서울특별시 중랑구 면목동 166-44  번지,,,하나동물병원,2018-08-31 23:59:59.0,,
340,312000001020050002,3,폐업,0002,폐업,,서울특별시 서대문구 남가좌동 268-28번지,,,모래내동물병원,2018-08-31 23:59:59.0,,
342,312000001020060001,3,폐업,0002,폐업,,서울특별시 서대문구 남가좌동 334-36  번지,,,대화동물병원,2018-08-31 23:59:59.0,,
343,312000001020000003,3,폐업,0002,폐업,,서울특별시 서대문구 북가좌동 105-4번지,,,햇살동물병원,2018-08-31 23:59:59.0,,
344,312000001020010001,3,폐업,0002,폐업,,서울특별시 서대문구 충정로3가 44-1   번지,,,재원동물병원,2018-08-31 23:59:59.0,,
345,306000001020060007,3,폐업,0002,폐업,,서울특별시 중랑구 면목동 153-33  번지,,,진영동물병원,2018-08-31 23:59:59.0,,
346,306000001020070001,3,폐업,0002,폐업,,서울특별시 중랑구 면목동 166-44  번지,,,칸동물병원,2018-08-31 23:59:59.0,,
347,306000001020070002,3,폐업,0002,폐업,,서울특별시 중랑구 면목동 153-33  번지,,,진영동물병원,2018-08-31 23:59:59.0,,
349,312000001020010003,3,폐업,0002,폐업,,서울특별시 서대문구 홍제동 90-67  번지,,,차지우동물병원,2018-08-31 23:59:59.0,,
362,347000001019810001,3,폐업,0002,폐업,,대구광역시 달서구 진천동 90-1   번지,,,월배가축병원,2018-08-31 23:59:59.0,,
363,347000001019810002,3,폐업,0002,폐업,,대구광역시 달서구 이곡동 1043-3   번지,,,경북동물병원,2018-08-31 23:59:59.0,,
369,342000001019970001,3,폐업,0002,폐업,,대구광역시 동구 신암동 799-1   번지,,,열린동물병원,2018-08-31 23:59:59.0,,
370,342000001020000001,3,폐업,0002,폐업,,대구광역시 동구 효목동 64-6   번지,,,21세기종합동물병원,2018-08-31 23:59:59.0,,
371,342000001020000002,3,폐업,0002,폐업,,대구광역시 동구 방촌동 857-124 번지,,,가리온동물병원,2018-08-31 23:59:59.0,,
373,347000001019980002,3,폐업,0002,폐업,,대구광역시 달서구 상인동 1463-7   번지,,,에이스동물병원,2018-08-31 23:59:59.0,,
374,347000001019990001,3,폐업,0002,폐업,,대구광역시 달서구 상인동 319-5   번지,,,진천동물병원,2018-08-31 23:59:59.0,,
375,347000001019990003,3,폐업,0002,폐업,,대구광역시 달서구 진천동 482-24  번지,,,대곡동물병원,2018-08-31 23:59:59.0,,
377,347000001020050003,3,폐업,0002,폐업,,대구광역시 달서구 장기동 555-21  번지,,,페츠업동물병원,2018-08-31 23:59:59.0,,
378,342000001019930001,3,폐업,0002,폐업,,대구광역시 동구 신암동 149-11  번지,,,미래동물병원,2018-08-31 23:59:59.0,,
381,342000001020080002,3,폐업,0002,폐업,,대구광역시 동구 신암동 799-1   번지,,,열린동물병원,2018-08-31 23:59:59.0,,
386,342000001020010001,3,폐업,0002,폐업,,대구광역시 동구 불로동 460-23  번지,,,아양동물병원,2018-08-31 23:59:59.0,,
388,342000001020030001,3,폐업,0002,폐업,,대구광역시 동구 신암동 1196-57  번지,,,다사랑종합동물병원,2018-08-31 23:59:59.0,,
389,342000001020030002,3,폐업,0002,폐업,,대구광역시 동구 신천동 522-3   번지,,,대구동물병원,2018-08-31 23:59:59.0,,
391,342000001020040002,3,폐업,0002,폐업,,대구광역시 동구 신서동 1255-402번지,,,쿨펫,2018-08-31 23:59:59.0,,
392,342000001020040004,3,폐업,0002,폐업,,대구광역시 동구 신서동 520-1   번지,,,쿨펫동물병원,2018-08-31 23:59:59.0,,
393,342000001020040005,3,폐업,0002,폐업,,대구광역시 동구 불로동 460-23  번지,,,아양동물병원,2018-08-31 23:59:59.0,,
395,342000001020060003,3,폐업,0002,폐업,,대구광역시 동구 불로동 460-23 번지,,,아양동물병원,2018-08-31 23:59:59.0,,
403,346000001020040014,3,폐업,0002,폐업,,대구광역시 수성구 신매동 566-3   번지,,,쿨펫동물병원시지점,2018-08-31 23:59:59.0,,
425,347000001020040008,3,폐업,0002,폐업,,대구광역시 달서구 진천동 482-24  번지,,,대곡동물병원,2018-08-31 23:59:59.0,,
430,347000001020070001,3,폐업,0002,폐업,,대구광역시 달서구 용산동 934-2   번지,,,새롬동물병원,2018-08-31 23:59:59.0,,
435,347000001020030007,3,폐업,0002,폐업,,대구광역시 달서구 장기동 555-21  번지,,,페츠업동물병원,2018-08-31 23:59:59.0,,
437,347000001020030009,3,폐업,0002,폐업,,대구광역시 달서구 진천동 482-24  번지,,,대곡동물병원,2018-08-31 23:59:59.0,,
438,347000001020040001,3,폐업,0002,폐업,,대구광역시 달서구 진천동 482-24  번지,,,대곡동물병원,2018-08-31 23:59:59.0,,
439,347000001020040002,3,폐업,0002,폐업,,대구광역시 달서구 호산동 380-9   번지,,,화성동물병원,2018-08-31 23:59:59.0,,
440,347000001020040003,3,폐업,0002,폐업,,대구광역시 달서구 이곡동 1238-7   번지,,,한솔동물병원,2018-08-31 23:59:59.0,,
444,506000001020040003,3,폐업,0002,폐업,,경상북도 김천시 황금동 91-7   번지,,,중부동물병원,2018-08-31 23:59:59.0,,
466,472000001019840003,3,폐업,0002,폐업,,전라북도 완주군 봉동읍 장기리 216번지,,,봉동동물병원,2018-11-11 02:36:24.0,,
479,470000001019730001,3,폐업,0002,폐업,,전라북도 남원시 인월면 인월리 252번지,,,인월동물병원,2018-08-31 23:59:59.0,,
